name,symbol,description,sector
BERKSHIRE HATHAWAY INC,BRK,"Berkshire Hathaway, Inc. is a holding company, which engages in the provision of property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, and retailing services. It operates through the following segments: Insurance, Burlington Northern Santa Fe, LLC (BNSF), Berkshire Hathaway Energy (BHE), Pilot Travel Centers (PTC), Manufacturing, McLane, and Service and Retailing. The Insurance segment includes the underwriting of GEICO, Berkshire Hathaway Primary Group, and Berkshire Hathaway Reinsurance Group. The BNSF segment involves the operation of railroad systems. The BHE segment focuses on regulated electric and gas utility, power generation and distribution, and real estate brokerage activities. The PTC segment consists of managing travel centers and marketing of wholesale fuel. The Manufacturing segment refers to industrial, consumer and building products, home building, and related financial services. The McLane segment covers the wholesale distribution of groceries and non-food items. The Service and Retailing segment relates to the provision of shared aircraft ownership programs, aviation pilot training, electronic components distribution, retailing businesses, automobile dealerships and trailer, and furniture leasing services. The company was founded by Oliver Chace in 1839 and is headquartered in Omaha, NE.",Financials
SOUTHERN CO,SO,"The Southern Co is a holding company, which engages in the generation and sale of electricity. It operates through the following segments: Traditional Electric Operating Companies, Southern Power, and Southern Company Gas. The Traditional Electric Operating Companies segment refers to vertically integrated utilities that own generation, transmission and distribution facilities, and supplies electric services in the states of Alabama, Georgia, Florida, and Mississippi. The Southern Power segment constructs, acquires, owns, and manages generation assets such as renewable energy projects and sells electricity in the wholesale market. The Southern Company Gas segment distributes natural gas through natural gas distribution facilities in the states of Illinois, Georgia, Virginia, New Jersey, Florida, Tennessee, and Maryland. The company was founded on November 9, 1945, and is headquartered in Atlanta, GA.",Utilities
BARRICK GOLD CORP,GOLD,"Barrick Gold Corp. engages in the production and sale of gold, copper, and related activities. It also provides exploration and mining development. It operates through the following business segments: Carlin, Cortez, Turquoise Ridge, Pueblo Viejo, Loulo-Gounkoto, Kibali, Veladero, North Mara, Bulyanhulu, and Other Mines. The company was founded by Peter D. Munk in 1983 and is headquartered in Toronto, Canada.",Materials
DOMINION ENERGY INC,D,"Dominion Energy, Inc. engages in the production and distribution of energy. It operates through following business segments: Dominion Energy Virginia, Dominion Energy South Carolina, Contracted Energy, and Corporate and Other. The Corporate and Other segment focuses on corporate, service company, non-controlling interest in Dominion privatization, and non-regulated retail energy marketing operations. The company was founded by William W. Berry in 1983 and is headquartered in Richmond, VA.",Utilities
OLD DOMINION FREIGHT LINE INC,ODFL,"Old Dominion Freight Line, Inc. engages in the provision of regional, inter-regional, and national less-than-truckload services through a single integrated, union-free organization. Its services include container drayage, truckload brokerage, and supply chain consulting. The company was founded by Earl Congdon Sr. and Lillian Congdon in 1934 and is headquartered in Thomasville, NC.",Industrials
CAREY WP INC,WPC,"W.P. Carey, Inc. is a real estate investment trust, which engages in the business of investing in a diversified portfolio of high-quality, mission-critical assets subject to long-term net leases with built-in rent escalators for the purpose of generating stable cash flows enabling to grow dividend and increase long-term stockholder value. It operates under the Real Estate and Investment Management segments. The Real Estate segment focuses on owning and investing in commercial real estate properties. The Investment Management segment includes structuring and negotiating investments and debt placement transactions for real estate investment trusts and managing portfolios of real estate investments. The company was founded by William Polk Carey in 1973 and is headquartered in New York, NY.",Real Estate
BANK OF NOVA SCOTIA,BNS,"The Bank of Nova Scotia engages in the provision of financial products and services including personal, commercial, corporate, and investment banking. It operates through the following segments: Canadian Banking, International Banking, Global Wealth Management, Global Banking and Markets, and Other. The company was founded on March 30, 1832 and is headquartered in Toronto, Canada.",Financials
MPLX LP,MPLX,"MPLX LP engages in the operation of midstream energy infrastructure and logistics assets, and distribution fuels services. It operates through the Crude Oil and Products Logistics and Natural Gas and NGL Services segments. The Crude Oil and Products Logistics segment transports, stores, distributes, and markets crude oil, asphalt, refined petroleum products, and water. The Natural Gas and NGL Services segment gathers, processes, and transports natural gas, and gathers, transports, fractionates, stores, and markets natural gas liquids (NGLs). The company was founded on March 27, 2012 and is headquartered in Findlay, OH.",Energy
ALBEMARLE CORP,ALB,"Albemarle Corp. engages in the development, manufacture, and marketing of chemicals for consumer electronics, petroleum refining, utilities, packaging, construction, transportation, pharmaceuticals, crop production, food-safety, and custom chemistry services. It operates through the following segments: Energy Storage, Specialties, Ketjen, and All Other. The Energy Storage segment develops and manufactures a broad range of basic lithium compounds, including lithium carbonate, lithium hydroxide, and lithium chloride. The Specialties segment focuses on optimizing a portfolio of bromine and specialized lithium solutions. The Ketjen segment consists of clean fuels technologies, fluidized catalytic cracking catalysts and additives, and performance catalyst solutions, which is primarily composed of organometallics and curatives. The All Other segment refers only to the FCS business that did not fit into any of the company’s core businesses. The company was founded in 1993 and is headquartered in Charlotte, NC.",Materials
COTERRA ENERGY INC,CTRA,"Coterra Energy Inc. is a diversified energy company, which engages in the exploration, development, and production of oil and natural gas properties. Its portfolio includes projects in the Permian Basin, the Marcellus Shale, and the Anadarko Basin. The company was renamed to Coterra Energy Inc. on October 1, 2021 in connection with the merger involving Cabot Oil & Gas Corp. and Cimarex Energy Co. Coterra Energy was founded in 1989 and is headquartered in Houston, TX.",Energy
SHOPIFY INC,SHOP,"Shopify, Inc. engages in the cloud-based commerce platform designed for small and medium-sized businesses. Its software is used by merchants to run business across all sales channels, including web, tablet and mobile storefronts, social media storefronts, and brick-and-mortar, and pop-up shops. The firm's platform provides merchants with a single view of business and customers and enables them to manage products and inventory, process orders and payments, build customer relationships and leverage analytics and reporting. It focuses on merchant and subscription solutions. The company was founded on September 28, 2004 and is headquartered in Ottawa, Canada.",Information Technology
LINDE PLC,LIN,"Linde Plc is a global industrial gases and engineering company. It designs and builds equipment that produces industrial gases. The company also offers gas production and processing services such as olefin plants, natural gas plants, air separation plants, hydrogen and synthesis gas plants and other types of plants. Its primary products are atmospheric gases and process gases. The company operates through the following reportable segments: Americas, EMEA APAC and Engineering. The Americas segment operates production facilities primarily in the United Sates, Canada, Mexico and Brazil. The EMEA segment has production facilities primarily in Germany, France, Sweden, the Republic of South Africa, and the United Kingdom. The APAC segment has production facilities located primarily in China, Australia, India, South Korea and Thailand. The Engineering segment designs and constructs turnkey process plants for third-party customers as well as for the gases businesses in many locations worldwide. Linde was founded by Carl Paul Gottfried von Lind in 1879 and is headquartered in Woking, the United Kingdom.",Materials
EDISON INTERNATIONAL,EIX,"Edison International is a renewable energy company, which through its subsidiaries, generates and distributes electric power, and invests in energy services and technologies. The company was founded on July 4, 1886, and is headquartered in Rosemead, CA.",Utilities
CANADIAN NATIONAL RAILWAY CO,CNR,"Canadian National Railway Co. engages in rail and related transportation business. Its services include rail, intermodal, trucking, supply chain services, business development, and maps & network. Its offers their services in automotive, coal, fertilizer, food & beverages, forest products, dimensional loads, grain, metals & minerals, and petroleum & chemicals industries. The company was founded on June 6, 1919 and is headquartered in Montreal, Canada.",Industrials
PALO ALTO NETWORKS INC,PANW,"Palo Alto Networks, Inc. engages in the provision of network security solutions to enterprises, service providers, and government entities. It operates through the following geographical segments: the United States, Israel, and Other Countries. The company was founded by Nir Zuk in March 2005 and is headquartered in Santa Clara, CA.",Information Technology
AMERICAN WATER WORKS CO INC,AWK,"American Water Works Co., Inc. is a holding company, which engages in the provision of water and wastewater services. It operates through the Regulated Businesses and Other segments. The Regulated Businesses segment offers water and wastewater services to customers. The Other segment focuses on corporate costs that are not allocated to the operating segments, eliminations of inter-segment transactions, fair value adjustments, and associated income and deductions related to the acquisitions for evaluation of performance and allocation of resource purposes. The company was founded in 1886 and is headquartered in Camden, NJ.",Utilities
DOMINOS PIZZA INC,DPZ,"Domino's Pizza, Inc. engages in the management of a network of company-owned and franchise-owned pizza stores. It operates through the following segments: U.S. Stores, International Franchise, and Supply Chain. The U.S. Stores segment consists primarily of franchise operations. The International Franchise segment comprises a network of franchised stores. The Supply Chain segment manages regional dough manufacturing and food supply chain centers. The company was founded by James Monaghan and Thomas Stephen Monaghan in 1960 and is headquartered in Ann Arbor, MI.",Consumer Discretionary
HONEYWELL INTERNATIONAL INC,HON,"Honeywell International, Inc. is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services. It operates through the following business segments: Aerospace Technologies, Industrial Automation, Building Automation, Energy and Sustainability Solutions, and Corporate and All Other. The company was founded by Albert M. Butz in 1906 and is headquartered in Charlotte, NC.",Industrials
DEERE & CO,DE,"Deere & Co. engages in the manufacture and distribution of equipment used in agriculture, construction, forestry, and turf care. It operates through the following segments: Agriculture and Turf, Construction and Forestry, and Financial Services. The Agriculture and Turf segment focuses on the distribution and manufacture of a full line of agriculture and turf equipment and related service parts. The Construction and Forestry segment offers machines and service parts used in construction, earthmoving, road building, material handling and timber harvesting. The Financial Services segment finances sales and leases by John Deere dealers of new and used agriculture and turf equipment and construction and forestry equipment. The company was founded by John Deere in 1837 and is headquartered in Moline, IL.",Industrials
GILEAD SCIENCES INC,GILD,"Gilead Sciences, Inc. is a biopharmaceutical company, which engages in the research, development, and commercialization of medicines in areas of unmet medical need. The firm's primary areas of focus include human immunodeficiency virus, acquired immunodeficiency syndrome, liver diseases, hematology, oncology, and inflammation and respiratory diseases. It offers antiviral products under Harvoni, Genvoya, Epclusa, Truvada, Atripla, Descovy, Stribild, Viread, Odefsey, Complera/Eviplera, Sovaldi, and Vosevi brands. The company was founded by Michael L. Riordan on June 22, 1987 and is headquartered in Foster City, CA.",Health Care
DELL TECHNOLOGIES INC,DELL,"Dell Technologies, Inc. is a technology company, providing customers with a broad and innovative solution portfolio to help customers modernize their information technology (IT) infrastructure, address workforce transformation, and offer critical solutions that keep people and organizations connected. It operates through the following segments: Infrastructure Solutions Group (ISG) and Client Solutions Group (CSG). The ISG segment includes servers, networking, and storage, as well as services and third-party software and peripherals that are closely tied to the sale of ISG hardware. The CSG segment includes designs for commercial and consumer customers of desktops, thin client products, and notebooks. The company was founded by Michael Saul Dell in 1984 and is headquartered in Round Rock, TX.",Information Technology
TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,"Take-Two Interactive Software, Inc. engages in the development, publishing, and marketing of interactive software games. Its products are designed for console systems, handheld gaming systems, and personal computers, including smart phones and tablets, and are delivered through physical retail, digital download, online platforms, and cloud streaming services. The company was founded by Ryan A. Brant in 1993 and is headquartered in New York, NY.",Communication Services
SKYWORKS SOLUTIONS INC,SWKS,"Skyworks Solutions, Inc. engages in the development, manufacture, and provision of analog and mixed-signal semiconductor products and solutions for applications including aerospace, automotive, broadband, cellular infrastructure, connected home, defense, entertainment and gaming, industrial, medical, smartphone, tablet, and wearables. Its products include amplifiers, attenuators, circulators, demodulators, detectors, diodes, directional couplers, front-end modules, hybrids, isolators, lighting and display solutions, mixers, modulators, optocouplers, opt isolators, phase shifters, synthesizers, power dividers and combiners, receivers, switches, and technical ceramics. The company was founded in 1962 and is headquartered in Irvine, CA.",Information Technology
AGILENT TECHNOLOGIES INC,A,"Agilent Technologies, Inc. engages in the provision of application focused solutions for life sciences, diagnostics, and applied chemical markets. It operates through the following segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers application-focused solutions that include instruments and software that identify, quantify, and analyze the physical and biological properties of substances and products, as well as the clinical and life sciences research areas to interrogate samples at the molecular and cellular level. The Diagnostics and Genomics segment consists of activity providing active pharmaceutical ingredients for oligo-based therapeutics, as well as solutions that include reagents, instruments, software and consumables. The Agilent CrossLab segment includes startup, operational, training and compliance support, software as a service, and asset management and consultative services. The company was founded in May 1999 and is headquartered in Santa Clara, CA.",Health Care
BROWN FORMAN CORP,BF.B,"Brown-Forman Corp. engages in the production and distribution of alcoholic beverages. The firm offers whiskey, scotch, tequila, vodka, liquor, and wine. Its brands include Jack Daniel, Woodford Reserve, Old Forester, Early Times, Canadian Mist, Coopers' Craft, Slane Irish, Finlandia, Korbel, El Jimador, Sonoma Cutrer, and Chambord. The company was founded by George Garvin Brown III in 1870 and is headquartered in Louisville, KY.",Consumer Staples
SHELL PLC,SHEL,"Shell Plc engages in the business of producing oil and natural gas. It operates through the following segments: Integrated Gas, Upstream, Marketing, Chemicals and Products, Renewables and Energy Solutions, and Corporate. The Integrated Gas segment includes liquefied natural gas, and conversion of natural gas into gas-to-liquids fuels. The Upstream segment focuses on exploration and extraction of crude oil, natural gas, and natural gas liquids. The Marketing segment is involved in mobility, lubricants, and sectors and decarbonization businesses. The Chemicals and Products segment consists of chemicals manufacturing plants with marketing network and refineries, which turn crude oil and other feedstocks into a range of oil products. The Renewables and Energy Solutions segment provides renewable power generation, marketing, trading, and optimizing power and pipeline gas, as well as carbon credits and digitally enabled customer solutions. The Corporate segment covers non-operating activities supporting Shell such as holdings, treasury organization, self-insurance activities, and headquarters and central functions. The company was founded in February 1907 and is headquartered in London, the United Kingdom.",Energy
POLARIS INC,PII,"Polaris Inc. engages in designing, engineering, manufacturing, and marketing power sports vehicles. It operates through the following segments: Off Road, On Road, and Marine. The Off Road segment includes off-road vehicles (ORV) and snowmobiles. The On Road segment is involved in the design and manufacture of motorcycles, moto-roadsters, light duty hauling, and passenger vehicles. The Marine segment focuses on the design and manufacture of boats. The company was founded by Edgar E. Hetteen, Allan Hetten, and David E. Johnson in 1954 and is headquartered in Medina, MN.",Consumer Discretionary
CITIGROUP INC,C,"Citigroup, Inc. is a holding company, which engages in the provision of financial products and services. It operates through the following segments: Services, Markets, Banking, Wealth, U.S. Personal Banking (USPB), and All Other. The Services segment includes Treasury and Trade Solutions (TTS) which provides an integrated suite of tailored cash management, trade, and working capital solutions to multinational corporations, financial institutions and public sector organizations, and Securities Services, which offers cross-border support for clients, providing on-the-ground local market expertise, post-trade technologies, customized data solutions, and a wide range of securities services solutions that can be tailored to meet client needs. The Markets segment provides corporate, institutional, and public sector clients around the world with a full range of sales and trading services across equities, foreign exchange, rates, spread products, and commodities. The Banking segment offers Investment Banking and Corporate Lending services. The Wealth segment includes Private Bank, Wealth at Work, and Citigold and provides financial services to a range of client segments through banking, lending, mortgages, investment, custody, and trust product offerings. The USPB segment includes Branded Cards and Retail Services, which have proprietary card portfolios and co-branded card portfolios within Branded Cards, and co-brand and private label relationships within Retail Services. The All Other segment consists of activities not assigned to the reportable operating segments, including certain unallocated costs of global functions, other corporate expenses, and net treasury results. The company was founded in 1812 and is headquartered in New York, NY.",Financials
ESSENTIAL UTILITIES INC,WTRG,"Essential Utilities, Inc. is a holding company, which engages in providing water, wastewater, and natural gas services through its subsidiaries. It operates through the Regulated Water and Regulated Natural Gas segments. The Regulated Water segment includes water and wastewater regulated utility companies. The Regulated Natural Gas segment refers to natural gas utility companies, which provide natural gas distribution services. The company was founded in 1968 and is headquartered in Bryn Mawr, PA.",Utilities
CROWN CASTLE INC,CCI,"Crown Castle, Inc. engages in the business of owning, operating, and leasing shared communications infrastructure. It operates through the following segments: Towers, Fiber, and Other. The Towers segment focuses on providing coverage and capacity for wireless carrier network deployments. The Fiber segment includes communications infrastructure offerings of small cells and fiber solutions. The Other segment is involved in corporate assets such as cash and cash equivalents. The company was founded by Ted B. Miller Jr. and Edward C. Hutcheson Jr. in 1994 and is headquartered in Houston, TX.",Real Estate
KLA CORP,KLAC,"KLA Corp. engages in the supply of process control and yield management solutions for the semiconductor and related nano-electronics industries. The company operates through the following segments: Semiconductor Process Control, Specialty Semiconductor Process, and PCB, Display and Component Inspection. The Semiconductor Process Control segment provides a comprehensive portfolio of inspection, metrology and data analytics products and related services. The Specialty Semiconductor Process segment develops and sells advanced vacuum deposition and etching process tools. The PCB, Display and Component Inspection segment enables electronic device manufacturers to inspect, test and measure PCBs, flat panel displays and ICs to verify their quality. Its products include manufactured chips, reticle, packaging, surface profilers, nanochemical testers, KT pro equipment, and compound semiconductors. The company was founded on July 9, 1975 and is headquartered in Milpitas, CA.",Information Technology
DEVON ENERGY CORP,DVN,"Devon Energy Corp. engages in the exploration, development, and production of oil and natural gas properties. It develops and operates Delaware Basin, Eagle Ford, Heavy Oil, Barnett Shale, STACK, and Rockies Oil. The company was founded by J. Larry Nichols and John W. Nichols in 1971 and is headquartered in Oklahoma City, OK.",Energy
PPG INDUSTRIES INC,PPG,"PPG Industries, Inc. engages in the manufacture and distribution of paints, coatings, and specialty materials. It operates through the following segments: Global Architectural Coatings, Performance Coatings, and Industrial Coatings. The Global Architectural Coatings segment includes architectural coatings EMEA and architectural coatings Latin America and Asia Pacific operations, which supplies paints, wood stains, adhesives, sealants, and purchased sundries. The Performance Coatings segment is involved in the automotive refinish coatings, aerospace coatings, protective and marine coatings, and traffic solutions operations. The Industrial Coatings segment refers to automotive OEM coatings, industrial coatings, packaging coatings, and specialty products. The company was founded by John B. Ford and John A. Pitcairn in 1883 and is headquartered in Pittsburgh, PA.",Materials
CHIPOTLE MEXICAN GRILL INC,CMG,"Chipotle Mexican Grill, Inc. engages in the business of developing and operating restaurants that serve a relevant menu of burritos, burrito bowls, quesadillas, tacos, and salads made using fresh, high-quality ingredients. The company was founded by Steve Ells in 1993 and is headquartered in Newport Beach, CA.",Consumer Discretionary
CONOCOPHILLIPS,COP,"ConocoPhillips is an exploration and production company, which engages in the exploration, production, transport, and marketing of crude oil, bitumen, and natural gas. It operates through the following geographical segments: Alaska, Lower 48, Canada, Europe, Middle East, and North Africa, Asia Pacific, and Other International. The Alaska segment explores for, produces, transports and markets crude oil, natural gas and NGLs. The Lower 48 segment consists of operations located in the 48 contiguous U.S. states and the Gulf of Mexico. The Canada segment refers to oil sands development in the Athabasca Region of northeastern Alberta and a liquids-rich unconventional play in western Canada. The Europe, Middle East, and North Africa segment includes operations in the Norwegian sector of the North Sea, the Norwegian Sea, Qatar, Libya, Equatorial Guinea and commercial and terminalling operations in the U.K. The Asia Pacific segment focuses on explorations and product operations in China, Indonesia, Malaysia, and Australia. The Other International segment handles exploration activities in Columbia and Argentina. The company was founded by Isaac Elder Blake on November 25, 1875 and is headquartered in Houston, TX.",Energy
FORD MOTOR CO,F,"Ford Motor Co. engages in the manufacture, distribution, and sale of automobiles. It operates through the following segments: Ford Blue, Ford Model E, Ford Pro, Ford Next, Ford Credit, and Corporate Other. The Ford Blue, Ford Model E, and Ford Pro segment includes the sale of Ford and Lincoln vehicles, service parts, and accessories, together with the associated costs to develop, manufacture, distribute, and service the vehicles, parts, and accessories. The Ford Next segment is involved in the expenses and investments for emerging business initiatives aimed at creating value for Ford in vehicle-adjacent market segments. The Ford Credit segment consists of the Ford Credit business on a consolidated basis, which is primarily vehicle-related financing and leasing activities. The Corporate Other segment refers to corporate governance expenses, past service pension and OPEB income and expense, interest income and gains and losses from cash, cash equivalents, and marketable securities, and foreign exchange derivatives gains, and losses associated with intercompany lending. The company was founded by Henry Ford on June 16, 1903 and is headquartered in Dearborn, MI.",Consumer Discretionary
TORONTO DOMINION BANK,TD,"The Toronto-Dominion Bank engages in the provision of financial products and services. It operates through the following segments: Canadian Personal and Commercial Banking, U.S. Retail, Wealth Management and Insurance, Wholesale Banking, Corporate segment. The Canadian Personal and Commercial Banking segment is involved in the provision of deposit, saving, payment, and lending products and advice. It also offers customized products and services to help business owners meet financing, investment, cash management, international trade, and day-to-day banking needs through its network of commercial branches and specialized customer centers. The U.S. Retail segment focuses on personal, business banking, and wealth management operations in the U.S. The Wealth Management and Insurance segment offers wealth and asset management products and advice to retail clients in Canada through the direct investing, advice-based, and asset management businesses. The Wholesale Banking segment serves corporate, government, and institutional clients in key financial markets around the world. The Corporate segment consists of service and control groups, including technology solutions, shared services, treasury and balance sheet management, marketing, human resources, finance, risk management, compliance, anti-money laundering, legal, real estate, and others. The company was founded on February 1, 1955, and is headquartered in Toronto, Canada.",Financials
SUNCOR ENERGY INC,SU,"Suncor Energy, Inc. is an integrated energy company, which engages in the development of petroleum resource basins. It operates through the following segments: Oil Sands, Exploration and Production, Refining and Marketing, and Corporate and Eliminations. The Oil Sands segment operates assets in the Athabasca oil sands of northeast Alberta. The Exploration and Production segment consists of offshore operations off the east coast of Canada and in the U.K. The Refining and Marketing segment focuses on two primary operations: the Refining and Supply and Marketing operations discussed below, as well as the infrastructure supporting the marketing, supply and risk management of refined products, crude oil, natural gas, power, and byproducts. The Corporate and Eliminations segment includes activities not directly attributable to any other operating segment. The company was founded in 1917 and is headquartered in Calgary, Canada.",Energy
FRANKLIN RESOURCES INC,BEN,"Franklin Resources, Inc. is a holding company, which engages in the provision of investment management and related services. The firm offers services and products under various distinct brand names, including, but not limited to, Franklin, Templeton, Legg Mason, Benefit Street Partners, Brandywine Global Investment Management, Clarion Partners, ClearBridge Investments, Fiduciary Trust International, Franklin Bissett, Franklin Mutual Series, K2, LibertyShares, Martin Currie, Royce Investment Partners and Western Asset Management Company. It provides investment management and related services to retail, institutional and high-net-worth investors in jurisdictions worldwide. The company was founded by Rupert H. Johnson, Sr. in 1947 and is headquartered in San Mateo, CA.",Financials
GOLDMAN SACHS GROUP INC,GS,"The Goldman Sachs Group, Inc. engages in the provision of financial services. It operates through the following business segments: Global Banking and Markets, Asset and Wealth Management, and Platform Solutions. The Global Banking and Markets segment includes investment banking, global investments, and equity and debt investments. The Asset and Wealth Management segment relates to the direct-to-consumer banking business which includes lending, deposit-taking, and investing. The Platform Solutions segment includes consumer platforms such as partnerships offering credit cards and point-of-sale financing, and transaction banking. The company was founded by Marcus Goldman in 1869 and is headquartered in New York, NY.",Financials
ESTEE LAUDER COMPANIES INC,EL,"The Estée Lauder Companies, Inc. engages in the manufacture of skin care, makeup, fragrance and hair care products. It sells products under Estée Lauder, Clinique, Origins, MAC, Bobbi Brown, La Mer, Jo Malone London, Aveda and Too Faced. Its channels consist of department stores, multi-brand retailers, upscale perfumeries and pharmacies, and prestige salons and spas. The company was founded by Estee Lauder and Joseph Lauder in 1946 and is headquartered in New York, NY.",Consumer Staples
MCKESSON CORP,MCK,"McKesson Corp. engages in providing healthcare services. It operates through the following segments: U.S. Pharmaceutical, Prescription Technology Solutions (RxTS), Medical-Surgical Solutions, and International. The U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar and over-the-counter pharmaceutical drugs. The RxTS segment offers prescription price transparency, benefit insight, dispensing support services, third-party logistics, and wholesale distribution. The Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers. The International segment refers to the distribution and services to wholesale, institutional, and retail customers in Europe and Canada. The company was founded by John McKesson and Charles Olcott in 1833 and is headquartered in Irving, TX.",Health Care
APOLLO GLOBAL MANAGEMENT INC,APO,"Apollo Global Management, Inc. provides asset management services. It offers its clients excess return at every point along the risk-reward spectrum from investment grade to private equity with a focus on three business strategies: yield, hybrid, and equity. It operates through following segments: Asset Management, Retirement Services and Principal Investing. The Asset Management segment focuses on credit and equity investing strategies. The Retirement Services and Principal Investing segment consists of realized performance fee income, realized investment income from balance sheet investments, and certain allocable expenses related to corporate functions supporting the entire company. The company was founded by Marc Rowan in 1990 and is headquartered in New York, NY.",Financials
BANK OZK,OZK,"Bank OZK engages in the provision of community banking services. The firm offers deposit services such as checking, savings, money market, time deposit, and individual retirement accounts. It also provides loan services including types of real estate, consumer, commercial, industrial, and agricultural loans. The company was founded in 1903 and is headquartered in Little Rock, AR.",Financials
GE VERNOVA INC,GEV,"GE Vernova, Inc. is a electric power industry. Its products and services generate, transfer, orchestrate, convert, and store electricity. The firm operates through the following segments: Power, Wind and Electrification. The Power segment includes design, manufacture, and servicing of gas, nuclear, hydro, and steam technologies, providing a critical foundation of dispatchable, flexible, stable, and reliable power. The Wind segment includes wind generation technologies, inclusive of onshore and offshore wind turbines and blades. The Electrification segment includes grid solutions, power conversion, electrification software, and solar and storage solutions technologies required for the transmission, distribution, conversion, storage, and orchestration of electricity from point of generation to point of consumption. The Company was founded November 09, 2021 and is headquartered in Cambridge, Massachusetts.",Industrials
NU HOLDINGS LTD,NU,"Nu Holdings Ltd. is a holding company, which engages in the provision of digital banking services. The company was founded by David Vélez Osorno, Cristina Helena Zingaretti Junqueira, and Adam Edward Wible on February 26, 2016 and is headquartered in George Town, Cayman Islands.",Financials
MONDELEZ INTERNATIONAL INC,MDLZ,"Mondelez International, Inc. engages in the manufacture and marketing of snack food and beverage products. Its products include beverages, biscuits, chocolate, gum and candy, cheese and groceries, and meals. Its brands include 5Star, 7Days, Alpen Gold, Barni, Belvita, Bournvita, Cadbury, Cadbury Dairy Milk, Chips Ahoy! Clif, Clorets, Club Social, Côte d'Or, Daim, Enjoy Life Foods, Freia, Grenade, Halls, Honey Maid, Hu, Kinh Do, Lacta, Lu, Marabou, Maynards Bassett’s, Mikado, Milka, Oreo, Perfect Snacks, Philadelphia, Prince, Ritz, Royal, Sour Patch Kids, Stride, Tang, Tate’s Bake Shop, Tiger, Toblerone, Triscuit, TUC, and Wheat Thins. It operates through the following geographical segments: Latin America, Asia, Middle East, and Africa, Europe, and North America. The company was founded by James Lewis Kraft in 1903 is headquartered in Chicago, IL.",Consumer Staples
BROOKFIELD ASSET MANAGEMENT LTD,BAM,"Brookfield Asset Management Ltd. engages in the provision of alternative asset management services across renewable power and transition, infrastructure, private equity, real estate, and credit industry. It invests client capital for the long term with a focus on real assets and essential service businesses. The company was founded on July 4, 2022, and is headquartered in New York, NY.",Financials
PETROLEO BRASILEIRO SA,PBR,"Petróleo Brasileiro SA engages in oil and gas exploration, production, and distribution activities. It operates through the following segments: Exploration and Production; Refining, Transportation, and Marketing; and Gas and Low Carbon Energies. The Exploration and Production segment covers the activities of exploration, development, and production of crude oil, natural gas liquid, and natural gas, for the primary purpose of supplying its domestic refineries. The Refining, Transportation, and Marketing segment refers to refining, logistics, transport, and trading of crude oil and oil products activities as well as exports of ethanol. The Gas and Low Carbon Energies represents the activities of logistic and trading of natural gas and electricity, transportation and trading of liquefied natural gas, generation and electricity by means of thermoelectric power plants, as well as holding interests in transporters and distributors of natural gas. The company was founded on October 3, 1953 and is headquartered in Rio de Janeiro, Brazil.",Energy
AMPHENOL CORP,APH,"Amphenol Corp. engages in the design, manufacture, and marketing of electrical, electronic and fiber optic connectors, interconnect systems, antennas, sensors and sensor-based products, and specialty cable. It operates through the following segments: Harsh Environment Solutions, Communications Solutions, and Interconnect and Sensor Systems. The Harsh Environment Solutions segment manufactures and markets a broad range of ruggedized interconnect products, including connectors and interconnect systems, printed circuits and printed circuit assemblies, and other products. The Communications Solutions segment focuses on the design, manufacture, and marketing of connector and interconnect systems, including radio frequency, power, fiber optic, and other products, together with antennas. The Interconnect and Sensor Systems segment is involved in the design, manufacture, and marketing of sensors, sensor-based systems, connectors, and value-add interconnect systems. The company was founded by Schmitt J. Arthur in 1932 and is headquartered in Wallingford, CT.",Information Technology
JD COM INC,JD,"JD.com, Inc. is a technology-driven E-commerce company, which engages in the sale of electronics products and general merchandise products, including audio, video products, and books. It operates in the following segments: JD Retail, JD Logistics, and New Businesses. The JD Retail segment offers online retail, online marketplace, and marketing services. The JD Logistics segment includes internal and external logistics businesses. The New Businesses segment is composed of JD Property, Jingxi, overseas businesses and technology initiatives. The company was founded on June 18, 1998, by Qiang Dong Liu and is headquartered in Beijing, China.",Consumer Discretionary
EASTMAN CHEMICAL CO,EMN,"Eastman Chemical Co. engages in the provision of specialty chemicals. It operates through the following segments: Advanced Material (AM), Additives and Functional Products (AFP), Chemical Intermediates (CI), and Fibers. The AM segment produces and markets its polymers, films, and plastics with differentiated performance properties for value-added end uses in transportation, consumables, building and construction, durable goods, and health and wellness markets. The AFP segment includes chemicals for products in the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. The CI segment consists of large scale and vertical integration from the cellulose and acetyl, olefins, and alkylamines streams to support operating segments with advantaged cost positions. The Fibers segment offers cellulose acetate tow for use in filtration media, primarily cigarette filters. The company was founded by George Eastman in 1920 and is headquartered in Kingsport, TN.",Materials
